Cluster,Video Views,Likes,Comments,Shares,Engagement_Rate,Jumlah_Hari,Persentase
0,4448.11797752809,12.207865168539326,0.8651685393258427,0.7668539325842697,0.3111187710767631,356,98.1
1,4609.0,145.42857142857142,0.2857142857142857,0.2857142857142857,3.1609441973663475,7,1.9
